report_date,net
2024-07-30,22840.0
2024-08-06,21458.0
2024-08-13,21231.0
2024-08-20,21163.0
2024-08-27,23282.0
2024-09-03,24432.0
2024-09-10,23994.0
2024-09-17,27409.0
2024-09-24,30126.0
2024-10-01,33717.0
2024-10-08,30845.0
2024-10-15,33778.0
2024-10-22,32047.0
2024-10-29,29755.0
2024-11-05,30500.0
2024-11-12,32512.0
2024-11-19,31598.0
2024-11-26,34158.0
2024-12-03,32407.0
2024-12-10,34761.0
2024-12-17,33516.0
2024-12-24,34586.0
2024-12-31,36007.0
2025-01-07,33546.0
2025-01-14,34019.0
2025-01-21,34725.0
2025-01-28,32696.0
2025-02-04,29915.0
2025-02-11,21914.0
2025-02-18,23021.0
2025-02-25,13797.0
2025-03-04,12120.0
2025-03-11,11574.0
2025-03-18,10034.0
2025-03-25,11329.0
2025-04-01,12321.0
2025-04-08,14644.0
2025-04-15,10997.0
2025-04-22,12611.0
2025-04-29,14505.0
2025-05-06,14451.0
2025-05-13,17994.0
2025-05-20,20274.0
2025-05-27,18150.0
2025-06-03,16465.0
2025-06-10,16426.0
2025-06-17,16485.0
2025-06-24,12078.0
2025-07-01,13276.0
2025-07-08,12292.0
2025-07-15,11893.0
2025-07-22,8429.0
2025-07-29,9412.0
2025-08-05,9509.0
2025-08-12,11694.0
2025-08-19,9692.0
2025-08-26,6301.0
2025-09-02,5201.0
2025-09-09,5428.0
2025-09-16,7726.0
2025-09-23,6567.0
2025-09-30,6271.0
2025-10-07,6169.0
2025-10-14,2334.0
2025-10-21,1678.0
2025-10-28,4321.0
2025-11-04,7721.0
2025-11-10,4634.0
2025-11-18,-6251.0
2025-11-25,-7932.0
2025-12-02,-8659.0
2025-12-09,-5255.0
2025-12-16,80.0
2025-12-23,20.0
2025-12-30,1493.0
2026-01-06,2144.0
2026-01-13,-10940.0
2026-01-20,-19578.0
2026-01-27,-17036.0
2026-02-03,-16554.0
2026-02-10,-18408.0
2026-02-17,-15906.0
2026-02-24,-12142.0
2026-03-03,-17357.0
2026-03-10,-22371.0
2026-03-17,-20569.0
2026-03-24,-22176.0
2026-03-31,-23960.0
2026-04-07,-25046.0
2026-04-14,-26635.0
2026-04-21,-24029.0
2026-04-28,-28083.0
2026-05-05,-25303.0
2026-05-12,-18342.0
2026-05-19,-20878.0
2026-05-26,-22106.0
